m_id,m_nLine,m_nLineA,m_nLen,m_nLenA,m_gametext
200404015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200404016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200501011,3,2,20,12,"['アントニー', '', '', '', '', '', '', '', '', '', '', '']"
200501012,3,2,20,12,"['巡礼の旅の途中で', '', '', '', '', '', '', '', '', '', '', '']"
200501013,3,2,20,12,"['～トラベラーストーリー[名声]～\n巡礼の旅の途中、アントニーは\n【ヴァローレ】を訪れた。\n新たな土地に胸をときめかせる彼に、\n一体何が待ち受けているのだろうか？', '', '', '', '', '', '', '', '', '', '', '']"
200501014,3,2,20,12,"['【仮】アントニー 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200501015,3,2,20,12,"['神官マウロを探しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
200501016,3,2,20,12,"['神官マウロに何かあったのかも、探しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
200501025,3,2,20,12,"['神官マウロと村へ戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
200501026,3,2,20,12,"['腰を痛めた神官マウロを連れて村へ戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
200502011,3,2,20,12,"['アントニー', '', '', '', '', '', '', '', '', '', '', '']"
200502012,3,2,20,12,"['差し出した手は誰のために', '', '', '', '', '', '', '', '', '', '', '']"
200502013,3,2,20,12,"['～トラベラーストーリー[名声]～\n腰痛に苦しんでいた老神官マウロを\n町まで連れていったアントニー。\n彼はもっと多くの困っている人を\n助けてあげたいようだ。', '', '', '', '', '', '', '', '', '', '', '']"
200502014,3,2,20,12,"['【仮】アントニー 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200502015,3,2,20,12,"['村長を訪ねよう', '', '', '', '', '', '', '', '', '', '', '']"
200502016,3,2,20,12,"['神官マウロのすすめで村長に会おう', '', '', '', '', '', '', '', '', '', '', '']"
200502025,3,2,20,12,"['子供を探しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
200502026,3,2,20,12,"['襲われた狩人の息子を探しに森へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
200502035,3,2,20,12,"['子供と村へ戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
200502036,3,2,20,12,"['子供を連れて村まで戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
200503011,3,2,20,12,"['アントニー', '', '', '', '', '', '', '', '', '', '', '']"
200503012,3,2,20,12,"['老神官の問い', '', '', '', '', '', '', '', '', '', '', '']"
200503013,3,2,20,12,"['～トラベラーストーリー[名声]～\n今度は魔物から狩人の親子を\n助け出したアントニー。\n彼は、狩人の父親の傷を\n心配していた。', '', '', '', '', '', '', '', '', '', '', '']"
200503014,3,2,20,12,"['【仮】アントニー 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200503015,3,2,20,12,"['薬草を採りに行こう', '', '', '', '', '', '', '', '', '', '', '']"
200503016,3,2,20,12,"['森のどこかに薬草が生えているので探そう', '', '', '', '', '', '', '', '', '', '', '']"
200503025,3,2,20,12,"['神官マウロに薬草を届けよう', '', '', '', '', '', '', '', '', '', '', '']"
200503026,3,2,20,12,"['集めた薬草を神官マウロに届けよう', '', '', '', '', '', '', '', '', '', '', '']"
200503035,3,2,20,12,"['教会で答えを考えよう', '', '', '', '', '', '', '', '', '', '', '']"
200503036,3,2,20,12,"['静かな教会でじっくり考えよう', '', '', '', '', '', '', '', '', '', '', '']"
200504011,3,2,20,12,"['アントニー', '', '', '', '', '', '', '', '', '', '', '']"
200504012,3,2,20,12,"['ふたつの道とひとつの答え', '', '', '', '', '', '', '', '', '', '', '']"
200504013,3,2,20,12,"['～トラベラーストーリー[名声]～\n富と権力、人を救うためには\nどちらを選ぶべきか――\n老神官マウロの問いに対し、\nアントニーはまだ答えを出せずにいた。', '', '', '', '', '', '', '', '', '', '', '']"
200504014,3,2,20,12,"['【仮】アントニー 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200504015,3,2,20,12,"['もう一度あの森へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
200504016,3,2,20,12,"['森で子供を助けた場所まで行こう', '', '', '', '', '', '', '', '', '', '', '']"
200504025,3,2,20,12,"['答えを伝えに行こう', '', '', '', '', '', '', '', '', '', '', '']"
200504026,3,2,20,12,"['神官マウロに答えを伝えに行こう', '', '', '', '', '', '', '', '', '', '', '']"
200601011,3,2,20,12,"['タルラ', '', '', '', '', '', '', '', '', '', '', '']"
200601012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200601013,3,2,20,12,"['【仮】タルラあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
200601014,3,2,20,12,"['【仮】タルラ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200601015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200601016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200601025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200601026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200602011,3,2,20,12,"['タルラ', '', '', '', '', '', '', '', '', '', '', '']"
200602012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200602013,3,2,20,12,"['【仮】タルラあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
200602014,3,2,20,12,"['【仮】タルラ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200602015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200602016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200602025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200602026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200603011,3,2,20,12,"['タルラ', '', '', '', '', '', '', '', '', '', '', '']"
200603012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200603013,3,2,20,12,"['【仮】タルラあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
200603014,3,2,20,12,"['【仮】タルラ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200603015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200603016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200603025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200603026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200604011,3,2,20,12,"['タルラ', '', '', '', '', '', '', '', '', '', '', '']"
200604012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200604013,3,2,20,12,"['【仮】タルラあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
200604014,3,2,20,12,"['【仮】タルラ受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200604015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200604016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200604025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200604026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200701011,3,2,20,12,"['マーク', '', '', '', '', '', '', '', '', '', '', '']"
200701012,3,2,20,12,"['偽物の薬を探して', '', '', '', '', '', '', '', '', '', '', '']"
200701013,3,2,20,12,"['～トラベラーストーリー[権力]～\n旅の薬師のマークは、\n高名な大薬師ダフネーの孫だった。\n彼には困っていることがあるようだ。', '', '', '', '', '', '', '', '', '', '', '']"
200701014,3,2,20,12,"['【仮】マーク 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200701015,3,2,20,12,"['マーク 1章 タスク1', '', '', '', '', '', '', '', '', '', '', '']"
200701016,3,2,20,12,"['マーク 1章 タスク1', '', '', '', '', '', '', '', '', '', '', '']"
200701025,3,2,20,12,"['マーク 1章 タスク2', '', '', '', '', '', '', '', '', '', '', '']"
200701026,3,2,20,12,"['マーク 1章 タスク2', '', '', '', '', '', '', '', '', '', '', '']"
200701035,3,2,20,12,"['マーク 1章 タスク3', '', '', '', '', '', '', '', '', '', '', '']"
200701036,3,2,20,12,"['マーク 1章 タスク3', '', '', '', '', '', '', '', '', '', '', '']"
200701045,3,2,20,12,"['マーク 1章 タスク4', '', '', '', '', '', '', '', '', '', '', '']"
200701046,3,2,20,12,"['マーク 1章 タスク4', '', '', '', '', '', '', '', '', '', '', '']"
200702011,3,2,20,12,"['マーク', '', '', '', '', '', '', '', '', '', '', '']"
200702012,3,2,20,12,"['偽物は薬だけでなく', '', '', '', '', '', '', '', '', '', '', '']"
200702013,3,2,20,12,"['～トラベラーストーリー[権力]～\n祖母の薬の偽物を\n回収してまわっているマーク。\n薬の偽物は、まだまだありそうだ。', '', '', '', '', '', '', '', '', '', '', '']"
200702014,3,2,20,12,"['【仮】マーク 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200702015,3,2,20,12,"['マーク 2章 タスク1', '', '', '', '', '', '', '', '', '', '', '']"
200702016,3,2,20,12,"['マーク 2章 タスク1', '', '', '', '', '', '', '', '', '', '', '']"
200703011,3,2,20,12,"['マーク', '', '', '', '', '', '', '', '', '', '', '']"
200703012,3,2,20,12,"['妖精の粉', '', '', '', '', '', '', '', '', '', '', '']"
200703013,3,2,20,12,"['～トラベラーストーリー[権力]～\nマークの祖母の薬の偽物ばかりか、\n調合表の偽物まで出回っていた。\n“ダフネー印”の被害は、\n留まることなく拡大し続けている。', '', '', '', '', '', '', '', '', '', '', '']"
200703014,3,2,20,12,"['【仮】マーク 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200703015,3,2,20,12,"['マーク 3章 タスク1', '', '', '', '', '', '', '', '', '', '', '']"
200703016,3,2,20,12,"['マーク 3章 タスク1', '', '', '', '', '', '', '', '', '', '', '']"
200704011,3,2,20,12,"['マーク', '', '', '', '', '', '', '', '', '', '', '']"
200704012,3,2,20,12,"['孫として、薬師として', '', '', '', '', '', '', '', '', '', '', '']"
200704013,3,2,20,12,"['～トラベラーストーリー[権力]～\n“妖精の粉”という危険な薬までも\nダフネー印として出回っている。\nマークはなんとしても\n偽物の出どころを突き止めたかった。', '', '', '', '', '', '', '', '', '', '', '']"
200704014,3,2,20,12,"['【仮】マーク 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200704015,3,2,20,12,"['マーク 4章 タスク1', '', '', '', '', '', '', '', '', '', '', '']"
200704016,3,2,20,12,"['マーク 4章 タスク1', '', '', '', '', '', '', '', '', '', '', '']"
200801011,3,2,20,12,"['アネット', '', '', '', '', '', '', '', '', '', '', '']"
200801012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200801013,3,2,20,12,"['【仮】アネットあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
200801014,3,2,20,12,"['【仮】アネット受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200801015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200801016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200802011,3,2,20,12,"['アネット', '', '', '', '', '', '', '', '', '', '', '']"
200802012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200802013,3,2,20,12,"['【仮】アネットあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
200802014,3,2,20,12,"['【仮】アネット受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200802015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200802016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200802025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200802026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200802035,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200802036,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200803011,3,2,20,12,"['アネット', '', '', '', '', '', '', '', '', '', '', '']"
200803012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200803013,3,2,20,12,"['【仮】アネットあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
200803014,3,2,20,12,"['【仮】アネット受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200803015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200803016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200804011,3,2,20,12,"['アネット', '', '', '', '', '', '', '', '', '', '', '']"
200804012,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200804013,3,2,20,12,"['【仮】アネットあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
200804014,3,2,20,12,"['【仮】アネット受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200804015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200804016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200804025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200804026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
200901011,3,2,20,12,"['ヴェールムート', '', '', '', '', '', '', '', '', '', '', '']"
200901012,3,2,20,12,"['義賊に憧れる男', '', '', '', '', '', '', '', '', '', '', '']"
200901013,3,2,20,12,"['～トラベラーストーリー[富]～\n義賊に憧れるヴェールムート。\n彼は大きな仕事をこなすため、\n相棒を探しているようだ。', '', '', '', '', '', '', '', '', '', '', '']"
200901014,3,2,20,12,"['【仮】ヴェールムート受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200901015,3,2,20,12,"['薬師のところへ行こう', '', '', '', '', '', '', '', '', '', '', '']"
200901016,3,2,20,12,"['悪徳薬師から薬を奪おう', '', '', '', '', '', '', '', '', '', '', '']"
200901025,3,2,20,12,"['もとにいた場所へ戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
200901026,3,2,20,12,"['薬を持って行こう', '', '', '', '', '', '', '', '', '', '', '']"
200902011,3,2,20,12,"['ヴェールムート', '', '', '', '', '', '', '', '', '', '', '']"
200902012,3,2,20,12,"['義賊のために盗む男', '', '', '', '', '', '', '', '', '', '', '']"
200902013,3,2,20,12,"['～トラベラーストーリー[富]～\n薬を独占する薬師を成敗し、\n病気の子供を救ったヴェールムート。\nしかし、義賊が目をつけた悪人は、\nこの町にまだまだいた。', '', '', '', '', '', '', '', '', '', '', '']"
200902014,3,2,20,12,"['【仮】ヴェールムート受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200902015,3,2,20,12,"['貴族の屋敷に行こう', '', '', '', '', '', '', '', '', '', '', '']"
200902016,3,2,20,12,"['貴族の金を奪おう', '', '', '', '', '', '', '', '', '', '', '']"
200902025,3,2,20,12,"['薬師のところへ行こう', '', '', '', '', '', '', '', '', '', '', '']"
200902026,3,2,20,12,"['金をもって、薬師のところへ行こう', '', '', '', '', '', '', '', '', '', '', '']"
200903011,3,2,20,12,"['ヴェールムート', '', '', '', '', '', '', '', '', '', '', '']"
200903012,3,2,20,12,"['義賊ゼニール', '', '', '', '', '', '', '', '', '', '', '']"
200903013,3,2,20,12,"['～トラベラーストーリー[富]～\n悪徳貴族から盗んだ大金で\n叔父ゼニールのための\n薬を買い込んだヴェールムート。\nその見舞いに行くらしい。', '', '', '', '', '', '', '', '', '', '', '']"
200903014,3,2,20,12,"['【仮】ヴェールムート受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200903015,3,2,20,12,"['町外れの洞窟へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
200903016,3,2,20,12,"['ゼニールの地図を取りに行こう', '', '', '', '', '', '', '', '', '', '', '']"
200904011,3,2,20,12,"['ヴェールムート', '', '', '', '', '', '', '', '', '', '', '']"
200904012,3,2,20,12,"['義賊になった男', '', '', '', '', '', '', '', '', '', '', '']"
200904013,3,2,20,12,"['～トラベラーストーリー[富]～\n義賊ゼニールは、財宝の地図を\nヴェールムートに託して死んだ。\n意気消沈するヴェールムートに、\n道を示してやる必要がある。', '', '', '', '', '', '', '', '', '', '', '']"
200904014,3,2,20,12,"['【仮】ヴェールムート受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
200904015,3,2,20,12,"['地図が示す場所へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
200904016,3,2,20,12,"['地図が示す場所へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
200904025,3,2,20,12,"['町へ戻ろう', '', '', '', '', '', '', '', '', '', '', '']"
200904026,3,2,20,12,"['とりあえず、街へ戻って考えてみよう', '', '', '', '', '', '', '', '', '', '', '']"
201001011,3,2,20,12,"['クレス', '', '', '', '', '', '', '', '', '', '', '']"
201001012,3,2,20,12,"['地べたを這うもの', '', '', '', '', '', '', '', '', '', '', '']"
201001013,3,2,20,12,"['～トラベラーストーリー[名声]～\nそのクレスという男は、\n酒場の片隅で酔いつぶれ、\nそれでもなお、酒を求めていた。\n彼は誰とも関わりたくないようだが――', '', '', '', '', '', '', '', '', '', '', '']"
201001014,3,2,20,12,"['【仮】クレス受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201001015,3,2,20,12,"['【仮】クレス 1章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
201001016,3,2,20,12,"['【仮】クレス 1章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
