m_id,m_voiceId,m_gametext
151,50571,"['Your sense of humor is most impressive.', '', '', '', '', '', '', '', '', '', '', '']"
152,50572,"['But has the tension in the air\nparched your throat?', '', '', '', '', '', '', '', '', '', '', '']"
153,50573,"['Mayhap milord would enjoy\na glass of my finest wine?', '', '', '', '', '', '', '', '', '', '', '']"
154,50574,"['As a toast to our newfound friendship...', '', '', '', '', '', '', '', '', '', '', '']"
155,50575,"['......', '', '', '', '', '', '', '', '', '', '', '']"
156,50576,"['Wh-what in the?\nIt must be poisoned...!', '', '', '', '', '', '', '', '', '', '', '']"
157,50577,"['Shh! Hold your tongue!', '', '', '', '', '', '', '', '', '', '', '']"
158,50578,"['......', '', '', '', '', '', '', '', '', '', '', '']"
159,50579,"['...Forgive me, my lady.\nSpirits have never agreed with me.', '', '', '', '', '', '', '', '', '', '', '']"
160,50580,"['Is there no one here who will drink\nthis wine in my stead!?', '', '', '', '', '', '', '', '', '', '', '']"
161,50581,"['Come forth, now! We cannot disrespect\nthe lady of the house!', '', '', '', '', '', '', '', '', '', '', '']"
162,50582,"['Bargello!?', '', '', '', '', '', '', '', '', '', '', '']"
163,50583,"['G-get back here!\nHave you lost your wits!?', '', '', '', '', '', '', '', '', '', '', '']"
164,50584,"['It would be my honor to partake\nof this fine vintage, my lady.', '', '', '', '', '', '', '', '', '', '', '']"
165,50585,"['I cannot resist a good wine—especially\none with such a...dangerous aroma.', '', '', '', '', '', '', '', '', '', '', '']"
166,50586,"['...Oho!\nMight I ask your name, young man?', '', '', '', '', '', '', '', '', '', '', '']"
167,50587,"['I am Bargello...of House Ghiberti.', '', '', '', '', '', '', '', '', '', '', '']"
169,50588,"['......', '', '', '', '', '', '', '', '', '', '', '']"
170,50589,"['An excellent vintage, I must say.\nGrapes from the Wold region, no doubt?', '', '', '', '', '', '', '', '', '', '', '']"
171,50590,"['Bwahahahahahaha!', '', '', '', '', '', '', '', '', '', '', '']"
172,50591,"[""You've got nerve, my boy!\nI like that!"", '', '', '', '', '', '', '', '', '', '', '']"
173,50592,"['Boss...', '', '', '', '', '', '', '', '', '', '', '']"
174,50593,"['......', '', '', '', '', '', '', '', '', '', '', '']"
176,50594,"[""You're a fascinating young man,\naren't you?"", '', '', '', '', '', '', '', '', '', '', '']"
112222,50597,"['......', '', '', '', '', '', '', '', '', '', '', '']"
112223,50598,"['And you. You, too, are...', '', '', '', '', '', '', '', '', '', '', '']"
112224,50599,"[""Ah...but we'll meet again,\nno doubt."", '', '', '', '', '', '', '', '', '', '', '']"
100136,50595,"[""...Boss. It's time."", '', '', '', '', '', '', '', '', '', '', '']"
100138,50596,"[""If you'll forgive us, Lord Taviani...\nWe should be on our way."", '', '', '', '', '', '', '', '', '', '', '']"
177,16196,"['You know how Lady Herminia\nmakes her ""product,"" right?', '', '', '', '', '', '', '', '', '', '', '']"
178,16153,"['Not quite... How <i>does</> she make\nsuch a large quantity at this quality?', '', '', '', '', '', '', '', '', '', '', '']"
179,0,"['Well...', '', '', '', '', '', '', '', '', '', '', '']"
180,0,"[""You know what you'll find behind\nthis mansion?"", '', '', '', '', '', '', '', '', '', '', '']"
181,0,"['Fields.', '', '', '', '', '', '', '', '', '', '', '']"
182,16175,"['Fields stretching out for\nleagues and leagues...', '', '', '', '', '', '', '', '', '', '', '']"
183,0,"[""And they say she's got a veritable\nlegion of slaves working them..."", '', '', '', '', '', '', '', '', '', '', '']"
184,60130,"['...Enter.', '', '', '', '', '', '', '', '', '', '', '']"
185,60033,"['Well? I would hear your report.', '', '', '', '', '', '', '', '', '', '', '']"
186,0,"[""We've harvested 4,600 gallons worth\nthis month, my lady."", '', '', '', '', '', '', '', '', '', '', '']"
187,60023,"['......', '', '', '', '', '', '', '', '', '', '', '']"
188,60022,"[""That's 100 fewer gallons than last\nmonth. Or am I mistaken?"", '', '', '', '', '', '', '', '', '', '', '']"
189,15896,"['N-no, my lady. Some of us\nhave fallen sick, you see...', '', '', '', '', '', '', '', '', '', '', '']"
190,0,"[""W-we're working as hard as we can,\nmy lady, but...we're at our limit."", '', '', '', '', '', '', '', '', '', '', '']"
191,15895,"['P-please, Lady Herminia...\nHave mercy...', '', '', '', '', '', '', '', '', '', '', '']"
192,60006,"['......', '', '', '', '', '', '', '', '', '', '', '']"
193,60012,"['What foolishness is this?', '', '', '', '', '', '', '', '', '', '', '']"
194,60034,"['Maybe you should work harder\ninstead of making pathetic excuses!', '', '', '', '', '', '', '', '', '', '', '']"
195,60036,"[""...This can't be."", '', '', '', '', '', '', '', '', '', '', '']"
196,0,"['Did you get blood on my dress?', '', '', '', '', '', '', '', '', '', '', '']"
197,60035,"['This dress was made from the finest\nsilk of the Merino worm...', '', '', '', '', '', '', '', '', '', '', '']"
198,60006,"['Do you know how many of you I could\nbuy for the price of this dress?', '', '', '', '', '', '', '', '', '', '', '']"
199,15897,"['F-forgive me, my lady!', '', '', '', '', '', '', '', '', '', '', '']"
201,60020,"[""Your pathetic groveling won't\nmake me any money!"", '', '', '', '', '', '', '', '', '', '', '']"
202,60037,"['You make me sick...all of you.', '', '', '', '', '', '', '', '', '', '', '']"
203,60007,"['Why? <i>Why</> do these dirty slaves\nbleed the same color as I!?', '', '', '', '', '', '', '', '', '', '', '']"
204,60006,"['......', '', '', '', '', '', '', '', '', '', '', '']"
205,0,"['Filthy insects... Damn you all...', '', '', '', '', '', '', '', '', '', '', '']"
206,60039,"['This time, bleed white.\nBleed <i>white</>, I say!', '', '', '', '', '', '', '', '', '', '', '']"
207,60038,"['Red...?\nRed again?', '', '', '', '', '', '', '', '', '', '', '']"
208,60007,"['I cannot take this...\nI cannot take this anymore!', '', '', '', '', '', '', '', '', '', '', '']"
209,60040,"[""Can't you maggots do <i>anything</> right!?"", '', '', '', '', '', '', '', '', '', '', '']"
210,60128,"['Lady Herminia...', '', '', '', '', '', '', '', '', '', '', '']"
211,60053,"['Slaves who disobey their mistress\nare worth less than nothing...', '', '', '', '', '', '', '', '', '', '', '']"
212,60034,"['Now, who will receive their\npunishment next?', '', '', '', '', '', '', '', '', '', '', '']"
213,16157,"['Gods...gods have mercy...', '', '', '', '', '', '', '', '', '', '', '']"
214,16222,"['N-no! Please!', '', '', '', '', '', '', '', '', '', '', '']"
215,60008,"['Yes... Scatter like the insects you are.', '', '', '', '', '', '', '', '', '', '', '']"
216,60023,"['Few understand...that money is not\nenough to rule over people.', '', '', '', '', '', '', '', '', '', '', '']"
217,0,"['There is one more thing that is\noh-so-important.', '', '', '', '', '', '', '', '', '', '', '']"
218,60041,"['...Fear.', '', '', '', '', '', '', '', '', '', '', '']"
219,0,"['Cull the herd.', '', '', '', '', '', '', '', '', '', '', '']"
220,60092,"[""Yes, ma'am!"", '', '', '', '', '', '', '', '', '', '', '']"
223,50600,"['Now <i>that</> was a banquet!', '', '', '', '', '', '', '', '', '', '', '']"
224,50601,"['We should come back sometime.', '', '', '', '', '', '', '', '', '', '', '']"
225,50602,"['Have you gone mad?\nRemember where we are, Tiziano.', '', '', '', '', '', '', '', '', '', '', '']"
226,50603,"[""We did what we needed to do.\nNow let's get out of here."", '', '', '', '', '', '', '', '', '', '', '']"
112225,50604,"['It was only in jest, Boss...', '', '', '', '', '', '', '', '', '', '', '']"
227,50605,"[""...Wait. Over there—\nWhat's that?"", '', '', '', '', '', '', '', '', '', '', '']"
228,50606,"['Hmm...?', '', '', '', '', '', '', '', '', '', '', '']"
229,50607,"[""H-he's dead...\nThey're all dead..."", '', '', '', '', '', '', '', '', '', '', '']"
230,50608,"[""It can't be..."", '', '', '', '', '', '', '', '', '', '', '']"
231,50609,"['......', '', '', '', '', '', '', '', '', '', '', '']"
232,50610,"[""...She'll pay for this."", '', '', '', '', '', '', '', '', '', '', '']"
233,50611,"['With me, everyone.', '', '', '', '', '', '', '', '', '', '', '']"
234,50612,"[""Huh? Didn't you get say we were\ngetting out of here?"", '', '', '', '', '', '', '', '', '', '', '']"
235,50613,"['Seems more passion burns inside\nyou than you let on, eh?', '', '', '', '', '', '', '', '', '', '', '']"
236,50614,"['Heh! Well, wherever the boss goes,\nI go!', '', '', '', '', '', '', '', '', '', '', '']"
237,50615,"[""...And you.\nYou're coming, too, right?"", '', '', '', '', '', '', '', '', '', '', '']"
973,0,"['Go with Bargello?', '', '', '', '', '', '', '', '', '', '', '']"
238,50616,"[""Huh? You came all this way, and\nyou're going to chicken out now!?"", '', '', '', '', '', '', '', '', '', '', '']"
239,50617,"[""Seriously, though...\nYou're coming with us, right?"", '', '', '', '', '', '', '', '', '', '', '']"
240,50618,"[""That's the spirit!"", '', '', '', '', '', '', '', '', '', '', '']"
241,50619,"[""...It's nothing personal."", '', '', '', '', '', '', '', '', '', '', '']"
242,50620,"[""What do you think you're doing!?"", '', '', '', '', '', '', '', '', '', '', '']"
243,50621,"['...This is no place for children.', '', '', '', '', '', '', '', '', '', '', '']"
244,50622,"['Heh... You look like a strong one.', '', '', '', '', '', '', '', '', '', '', '']"
245,50623,"['More than happy to slaughter innocents\nfor the right price, are you?', '', '', '', '', '', '', '', '', '', '', '']"
246,50624,"['I am in the employ of Lady Herminia.\nI was simply following orders.', '', '', '', '', '', '', '', '', '', '', '']"
247,50625,"[""Yeah, right. You're just a rabid dog\nslavering for coin."", '', '', '', '', '', '', '', '', '', '', '']"
248,50626,"['...If you value your lives,\nbegone from this place.', '', '', '', '', '', '', '', '', '', '', '']"
249,50627,"[""We're not going anywhere."", '', '', '', '', '', '', '', '', '', '', '']"
250,50628,"[""...And we're not children.\nMy name is Bargello."", '', '', '', '', '', '', '', '', '', '', '']"
251,50629,"[""...You'd do well to remember it."", '', '', '', '', '', '', '', '', '', '', '']"
252,50630,"[""Give it up, Boss. This bastard\nwon't be remembering anything."", '', '', '', '', '', '', '', '', '', '', '']"
253,50631,"[""Yeah! He'll be dead!"", '', '', '', '', '', '', '', '', '', '', '']"
254,50632,"['...I warned you.', '', '', '', '', '', '', '', '', '', '', '']"
255,50633,"[""You're not even worth\nmentioning to Lady Herminia."", '', '', '', '', '', '', '', '', '', '', '']"
256,50634,"[""I doubt she'd notice\na few more corpses anyway..."", '', '', '', '', '', '', '', '', '', '', '']"
257,50635,"['We did it!\nServes the bastard right!', '', '', '', '', '', '', '', '', '', '', '']"
258,50636,"['......', '', '', '', '', '', '', '', '', '', '', '']"
259,50637,"['Why, damn it...', '', '', '', '', '', '', '', '', '', '', '']"
260,50638,"['Why does the blood of the poor\nline the pockets of the rich!?', '', '', '', '', '', '', '', '', '', '', '']"
261,50639,"['Boss...', '', '', '', '', '', '', '', '', '', '', '']"
262,50640,"[""We're going to make it big..."", '', '', '', '', '', '', '', '', '', '', '']"
263,50641,"[""Mark my words...\nWe're going to take everything from her..."", '', '', '', '', '', '', '', '', '', '', '']"
264,50642,"[""We're going to take back this town..."", '', '', '', '', '', '', '', '', '', '', '']"
265,50643,"['...And make it a real place to live again.', '', '', '', '', '', '', '', '', '', '', '']"
276,60033,"[""I'm afraid our party must draw to a close."", '', '', '', '', '', '', '', '', '', '', '']"
277,0,"['Do take care on your way home, yes?', '', '', '', '', '', '', '', '', '', '', '']"
278,0,"['And should you ever desire more of\nmy ""product""...', '', '', '', '', '', '', '', '', '', '', '']"
279,60008,"['...You need only say the word.\nHeh heh heh...', '', '', '', '', '', '', '', '', '', '', '']"
280,60357,"['Twas a fabulous banquet, my lady.', '', '', '', '', '', '', '', '', '', '', '']"
281,60000,"['You honor me to say so, my lord.', '', '', '', '', '', '', '', '', '', '', '']"
282,60023,"['Tread carefully, Taviani...', '', '', '', '', '', '', '', '', '', '', '']"
283,60041,"['Your time has come and gone...', '', '', '', '', '', '', '', '', '', '', '']"
112304,60165,"['You really helped us out back there.', '', '', '', '', '', '', '', '', '', '', '']"
100128,60151,"['We took a bit of a detour,\nbut we should be getting back.', '', '', '', '', '', '', '', '', '', '', '']"
100129,60186,"['This path should lead us straight\ninto town.', '', '', '', '', '', '', '', '', '', '', '']"
100130,60183,"[""Let's meet up again in front of\nTaviani's place."", '', '', '', '', '', '', '', '', '', '', '']"
112226,60138,"['Till then.', '', '', '', '', '', '', '', '', '', '', '']"
284,50644,"[""What's the meaning of this, Boss?"", '', '', '', '', '', '', '', '', '', '', '']"
285,50645,"[""Yeah! We're no one's dogs, right?"", '', '', '', '', '', '', '', '', '', '', '']"
286,50646,"['Listen up, now.', '', '', '', '', '', '', '', '', '', '', '']"
287,50647,"[""Lady Herminia's too powerful.\nThere's no way we can fight her head on."", '', '', '', '', '', '', '', '', '', '', '']"
288,50648,"[""So we'll use what we can...\nand who we can."", '', '', '', '', '', '', '', '', '', '', '']"
289,50649,"[""We'll play the role of the dog until\nwe get close enough to bite her."", '', '', '', '', '', '', '', '', '', '', '']"
290,50650,"['Oho!', '', '', '', '', '', '', '', '', '', '', '']"
291,50651,"['Ruff! Arf!\nYeah, I can do this!', '', '', '', '', '', '', '', '', '', '', '']"
292,50652,"['Not half bad, Pierro.', '', '', '', '', '', '', '', '', '', '', '']"
293,50653,"['Things might get a little messy\nfrom here on out.', '', '', '', '', '', '', '', '', '', '', '']"
294,50654,"['...But I know I can count on you.', '', '', '', '', '', '', '', '', '', '', '']"
296,50655,"['There he is.', '', '', '', '', '', '', '', '', '', '', '']"
297,50656,"['That bloody witch...', '', '', '', '', '', '', '', '', '', '', '']"
298,50657,"['...Lord Taviani.', '', '', '', '', '', '', '', '', '', '', '']"
299,50658,"['Bargello, was it?', '', '', '', '', '', '', '', '', '', '', '']"
300,50659,"['I was born and raised in this town.', '', '', '', '', '', '', '', '', '', '', '']"
100127,50660,"[""I won't stand to see it sucked dry\nby that greedy demoness..."", '', '', '', '', '', '', '', '', '', '', '']"
301,50661,"['And so I ask:\nlet us work for you.', '', '', '', '', '', '', '', '', '', '', '']"
302,50662,"[""I think you'll find us more than useful..."", '', '', '', '', '', '', '', '', '', '', '']"
303,50663,"['......', '', '', '', '', '', '', '', '', '', '', '']"
304,50664,"['...I like you, boy.\nYou have yourself a deal.', '', '', '', '', '', '', '', '', '', '', '']"
305,50665,"['All right!', '', '', '', '', '', '', '', '', '', '', '']"
306,50666,"['Settle down, you fool.', '', '', '', '', '', '', '', '', '', '', '']"
307,50667,"[""If you don't mind, I'll be putting\nyou right to work."", '', '', '', '', '', '', '', '', '', '', '']"
