m_id,m_Repeat,m_HoldTime,m_AvailTime,m_Animations,m_PlayTimes,m_PlayRates,m_Effects,m_InvokeTimes,m_EffectLayout,m_OffsetsH,m_OffsetsV,m_Sounds,m_SoundTimes,m_Voices1,m_Voices2,m_Voices3,m_VoiceTimes,m_Texts,m_TextTime,m_CharaVisibility,m_VisibilityTarget,m_VisibilityStartTime
2116,1,2.5,1.399999976158142,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[373, 544, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[792, 582, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1018,1,1.399999976158142,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[368, 381, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[795, 795, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1019,1,2.700000047683716,0.8999999761581421,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[368, 11, 0]","[0.0, 0.10000000149011612, 0.0]","[204, 2, 204]","[0.0, 450.0, 0.0]","[-9999.0, -9999.0, 0.0]","[795, 796, 0]","[0.0, 0.10000000149011612, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1020,1,3.799999952316284,2.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[368, 1013, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, -200.0, 0.0]","[-9999.0, 0.0, 0.0]","[795, 797, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
2190,1,2.5,1.399999976158142,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[368, 536, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[795, 577, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1021,1,1.399999976158142,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[369, 384, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[798, 798, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1022,1,1.7999999523162842,1.0,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[369, 12, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 250.0, 0.0]","[-9999.0, -9999.0, 0.0]","[798, 799, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1023,1,4.0,3.0,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[369, 1015, 0]","[0.0, 0.10000000149011612, 0.0]","[204, 2, 204]","[0.0, -200.0, 0.0]","[-9999.0, 0.0, 0.0]","[798, 800, 0]","[0.4000000059604645, 1.399999976158142, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1024,1,1.399999976158142,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[370, 387, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[759, 759, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1025,1,1.7999999523162842,1.0,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[370, 9, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, -120.0, 0.0]","[-9999.0, -9999.0, 0.0]","[759, 760, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1026,1,2.4000000953674316,1.7999999523162842,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[370, 72, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, -200.0, 0.0]","[-9999.0, -9999.0, 0.0]","[759, 761, 0]","[0.0, 0.4000000059604645, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
2191,1,3.0,1.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[370, 538, 0]","[0.0, 1.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[759, 579, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1027,1,1.399999976158142,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[371, 390, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[676, 676, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1028,1,2.0,1.399999976158142,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[371, 57, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 400.0, 0.0]","[-9999.0, 0.0, 0.0]","[676, 762, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1029,1,4.0,2.0,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[371, 73, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 400.0, 0.0]","[-9999.0, -9999.0, 0.0]","[676, 763, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1030,1,1.399999976158142,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[372, 396, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[672, 672, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1031,1,1.7999999523162842,1.0,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[372, 301, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[672, 801, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1032,1,4.0,2.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[372, 74, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, -150.0, 0.0]","[-9999.0, -9999.0, 0.0]","[672, 802, 0]","[0.0, 0.05000000074505806, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
2192,1,3.0,2.0,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[372, 543, 0]","[0.0, 1.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[672, 581, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1033,1,1.399999976158142,0.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[373, 46, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[792, 792, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1034,1,1.7999999523162842,1.0,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[373, 49, 0]","[0.0, 0.4000000059604645, 0.0]","[204, 2, 204]","[0.0, -50.0, 0.0]","[-9999.0, -9999.0, 0.0]","[792, 793, 0]","[0.0, 0.4000000059604645, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1035,1,4.0,2.5,"[204, 34, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[373, 75, 0]","[0.0, 0.30000001192092896, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, -9999.0, 0.0]","[792, 794, 0]","[0.0, 0.30000001192092896, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1036,1,1.600000023841858,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 420, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 218, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1037,1,1.7999999523162842,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 421, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 218, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1038,1,2.0,0.5,"[204, 18, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 422, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 218, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1039,1,1.600000023841858,0.5,"[204, 19, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 426, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 740, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1040,1,1.7999999523162842,0.5,"[204, 19, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 427, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 740, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1041,1,2.0,0.5,"[204, 19, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 428, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 740, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1042,1,1.600000023841858,0.5,"[204, 20, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 433, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 220, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1043,1,1.7999999523162842,0.5,"[204, 20, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 434, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 220, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1044,1,1.600000023841858,0.5,"[204, 20, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 435, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 220, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1045,1,1.600000023841858,0.5,"[204, 21, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 463, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1046,1,1.7999999523162842,0.5,"[204, 21, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 464, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1047,1,2.0,0.5,"[204, 21, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 464, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1048,1,1.600000023841858,0.5,"[204, 22, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 441, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1049,1,1.7999999523162842,0.5,"[204, 22, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 442, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1050,1,2.0,0.5,"[204, 22, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 442, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
2312,1,2.0,0.5,"[204, 22, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 1575, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, -9999.0, 0.0]","[738, 742, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1051,1,1.600000023841858,0.5,"[204, 23, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 447, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 741, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1052,1,1.7999999523162842,0.5,"[204, 23, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 448, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 80.0, 0.0]","[0.0, 0.0, 0.0]","[738, 741, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1053,1,2.0,0.5,"[204, 23, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 449, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 741, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1054,1,1.600000023841858,0.5,"[204, 24, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 3, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 219, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1055,1,1.7999999523162842,0.5,"[204, 24, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 454, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 219, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1056,1,2.0,0.5,"[204, 24, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[367, 455, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[738, 219, 0]","[0.0, 0.5, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
