m_id,m_Label,m_VoiceID,m_JobID,m_UseCount,m_RemainTurn,m_Level,m_FcRank,m_Param,m_EquipAtk,m_ResistID,m_ResistWeapon,m_ResistMagic,m_EnemyTypeID,m_TacticalAssignID,m_SkillsID,m_OrderTexUS,m_OrderTexVS,m_OrderScaleS,m_OrderTexUL,m_OrderTexVL,m_OrderScaleL
10176,GuestNpc_RvT11_P003_1,cc00,2,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 161, 175, 161, 175, 0, 123, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50213,0.0,0.0,1.0,0.0,0.0,1.0
10260,GuestNpc_RvT11_P003_2,cc00,2,2,1,60,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 213, 218, 213, 218, 0, 141, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50308,0.0,0.0,1.0,0.0,0.0,1.0
10180,GuestNpc_RvT11_P004_1,cc00,5,2,1,85,10,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 331, 360, 299, 324, 0, 178, 1, 0, 0, 0, 0, 0]",140,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50210,0.0,0.0,1.0,0.0,0.0,1.0
10182,GuestNpc_RvT11_P005_1,cc00,2,2,1,40,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 181, 189, 156, 171, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50211,0.0,0.0,1.0,0.0,0.0,1.0
10258,GuestNpc_RvT11_P005_2,cc00,2,4,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 233, 241, 209, 213, 0, 113, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50211,0.0,0.0,1.0,0.0,0.0,1.0
10119,GuestNpc_ClT11_W001_bar_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50216,0.0,0.0,1.0,0.0,0.0,1.0
10120,GuestNpc_ClT11_F001_smt_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50217,0.0,0.0,1.0,0.0,0.0,1.0
10121,GuestNpc_ClT11_P001_inn_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50218,0.0,0.0,1.0,0.0,0.0,1.0
10183,GuestNpc_ClT11_P002_1,cc00,1,4,1,27,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 153, 159, 130, 139, 0, 103, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50219,0.0,0.0,1.0,0.0,0.0,1.0
10397,GuestNpc_ClT11_P002_2,cc00,1,4,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 240, 242, 209, 213, 0, 141, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50219,0.0,0.0,1.0,0.0,0.0,1.0
10184,GuestNpc_ClT11_F002_1,cc00,1,3,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50220,0.0,0.0,1.0,0.0,0.0,1.0
10185,GuestNpc_ClT11_W002_1,cc00,1,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50221,0.0,0.0,1.0,0.0,0.0,1.0
10186,GuestNpc_ClT11_F003_1,cc00,5,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50222,0.0,0.0,1.0,0.0,0.0,1.0
10187,GuestNpc_ClT11_W003_1,cc00,7,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 142, 159, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50223,0.0,0.0,1.0,0.0,0.0,1.0
10261,GuestNpc_ClT11_W003_2,cc00,7,3,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 181, 196, 161, 175, 0, 141, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50223,0.0,0.0,1.0,0.0,0.0,1.0
10188,GuestNpc_ClT11_W004_1,cc00,8,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 161, 175, 187, 197, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50224,0.0,0.0,1.0,0.0,0.0,1.0
10189,GuestNpc_ClT11_P003_1,cc00,6,4,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 141, 157, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50225,0.0,0.0,1.0,0.0,0.0,1.0
10190,GuestNpc_ClT11_F004_1,cc00,3,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 158, 172, 158, 172, 0, 113, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50226,0.0,0.0,1.0,0.0,0.0,1.0
10403,GuestNpc_ClT11_F004_2,cc00,3,3,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 211, 216, 211, 216, 0, 141, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50301,0.0,0.0,1.0,0.0,0.0,1.0
10191,GuestNpc_ClT11_W005_1,cc00,7,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50227,0.0,0.0,1.0,0.0,0.0,1.0
10192,GuestNpc_ClT11_F005_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50228,0.0,0.0,1.0,0.0,0.0,1.0
10193,GuestNpc_ClT11_P004_1,cc00,4,4,1,23,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 145, 154, 126, 135, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50229,0.0,0.0,1.0,0.0,0.0,1.0
10194,GuestNpc_ClT11_W006_1,cc00,7,3,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50230,0.0,0.0,1.0,0.0,0.0,1.0
10195,GuestNpc_ClT11_P005_1,cc00,2,3,1,30,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 169, 179, 147, 161, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50231,0.0,0.0,1.0,0.0,0.0,1.0
10196,GuestNpc_ClT11_F006_1,cc00,5,3,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 169, 187, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,50232,0.0,0.0,1.0,0.0,0.0,1.0
10197,GuestNpc_ClT11_W007_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50233,0.0,0.0,1.0,0.0,0.0,1.0
10198,GuestNpc_ClT11_P006_1,cc00,2,4,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50234,0.0,0.0,1.0,0.0,0.0,1.0
10199,GuestNpc_ClT11_F007_1,cc00,1,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 146, 153, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50235,0.0,0.0,1.0,0.0,0.0,1.0
10200,GuestNpc_ClT11_W008_1,cc00,2,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 178, 196, 161, 175, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50236,0.0,0.0,1.0,0.0,0.0,1.0
10201,GuestNpc_ClT11_P007_1,cc00,3,2,1,85,10,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 333, 366, 299, 324, 0, 178, 1, 0, 0, 0, 0, 0]",140,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50237,0.0,0.0,1.0,0.0,0.0,1.0
10202,GuestNpc_ClT11_F008_1,cc00,7,2,1,65,8,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 218, 223, 242, 254, 0, 151, 1, 0, 0, 0, 0, 0]",125,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50238,0.0,0.0,1.0,0.0,0.0,1.0
10229,GuestNpc_ClT11_W009_1,cc00,5,2,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 128, 137, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,123,50269,0.0,0.0,1.0,0.0,0.0,1.0
10230,GuestNpc_ClT11_F009_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50270,0.0,0.0,1.0,0.0,0.0,1.0
10262,GuestNpc_ClT11_F009_2,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50270,0.0,0.0,1.0,0.0,0.0,1.0
10231,GuestNpc_ClT11_P008_1,cc00,7,3,1,24,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 127, 136, 144, 155, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50271,0.0,0.0,1.0,0.0,0.0,1.0
10232,GuestNpc_ClT11_W010_1,cc00,7,4,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50272,0.0,0.0,1.0,0.0,0.0,1.0
10233,GuestNpc_ClT11_F010_1,cc00,4,4,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 150, 156, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50273,0.0,0.0,1.0,0.0,0.0,1.0
10235,GuestNpc_ClT11_W011_1,cc00,7,2,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50274,0.0,0.0,1.0,0.0,0.0,1.0
10236,GuestNpc_ClT11_F011_1,cc00,1,2,1,27,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 130, 139, 146, 158, 0, 103, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50275,0.0,0.0,1.0,0.0,0.0,1.0
10267,GuestNpc_ClT11_F011_2,cc00,1,2,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 209, 213, 234, 245, 0, 141, 1, 0, 0, 0, 0, 0]",125,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50306,0.0,0.0,1.0,0.0,0.0,1.0
10237,GuestNpc_ClT11_P009_1,cc00,1,2,1,27,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 144, 159, 130, 139, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50276,0.0,0.0,1.0,0.0,0.0,1.0
10238,GuestNpc_ClT11_P010_1,cc00,4,3,1,30,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 147, 161, 164, 186, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,20277,0.0,0.0,1.0,0.0,0.0,1.0
10239,GuestNpc_ClT11_P010_2,cc00,4,3,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 209, 213, 236, 245, 0, 141, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,20277,0.0,0.0,1.0,0.0,0.0,1.0
10110,GuestNpc_MnT12_F001_bar_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50239,0.0,0.0,1.0,0.0,0.0,1.0
10111,GuestNpc_MnT12_W001_smt_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50240,0.0,0.0,1.0,0.0,0.0,1.0
10112,GuestNpc_MnT12_F002_inn_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50241,0.0,0.0,1.0,0.0,0.0,1.0
10203,GuestNpc_MnT12_F003_1,cc00,1,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50242,0.0,0.0,1.0,0.0,0.0,1.0
10204,GuestNpc_MnT12_P001_1,cc00,1,1,1,47,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 182, 199, 163, 177, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50243,0.0,0.0,1.0,0.0,0.0,1.0
10205,GuestNpc_MnT12_F004_1,cc00,6,3,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 128, 137, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50244,0.0,0.0,1.0,0.0,0.0,1.0
10206,GuestNpc_MnT12_F005_1,cc00,7,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 128, 137, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50245,0.0,0.0,1.0,0.0,0.0,1.0
10399,GuestNpc_MnT12_F005_2,cc00,7,3,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 209, 213, 209, 213, 0, 141, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50302,0.0,0.0,1.0,0.0,0.0,1.0
10207,GuestNpc_MnT12_P002_1,cc00,2,2,1,47,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 187, 205, 163, 177, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50246,0.0,0.0,1.0,0.0,0.0,1.0
10208,GuestNpc_MnT12_W002_1,cc00,5,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 161, 175, 178, 198, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50247,0.0,0.0,1.0,0.0,0.0,1.0
10209,GuestNpc_MnT12_P003_1,cc00,8,2,1,51,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 205, 209, 205, 209, 0, 103, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50248,0.0,0.0,1.0,0.0,0.0,1.0
10210,GuestNpc_MnT12_F006_1,cc00,8,2,1,65,8,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 247, 255, 218, 223, 0, 151, 1, 0, 0, 0, 0, 0]",125,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50249,0.0,0.0,1.0,0.0,0.0,1.0
10211,GuestNpc_MnT12_W003_1,cc00,2,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 161, 175, 161, 175, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,133,50250,0.0,0.0,1.0,0.0,0.0,1.0
10212,GuestNpc_MnT12_P004_1,cc00,3,2,1,60,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 239, 250, 213, 218, 0, 141, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50251,0.0,0.0,1.0,0.0,0.0,1.0
10213,GuestNpc_MnT12_P005_1,cc00,1,3,1,47,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 183, 196, 163, 177, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50252,0.0,0.0,1.0,0.0,0.0,1.0
10400,GuestNpc_MnT12_P005_2,cc00,1,3,1,61,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 240, 243, 214, 219, 0, 141, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50252,0.0,0.0,1.0,0.0,0.0,1.0
10214,GuestNpc_MnT12_F007_1,cc00,1,4,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 148, 153, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50253,0.0,0.0,1.0,0.0,0.0,1.0
10215,GuestNpc_MnT12_F008_1,cc00,7,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,50254,0.0,0.0,1.0,0.0,0.0,1.0
10216,GuestNpc_MnT12_P006_1,cc00,7,2,1,53,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 207, 211, 231, 243, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50255,0.0,0.0,1.0,0.0,0.0,1.0
10217,GuestNpc_MnT12_W004_1,cc00,4,4,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 142, 160, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50256,0.0,0.0,1.0,0.0,0.0,1.0
10218,GuestNpc_MnT12_F009_1,cc00,8,3,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50257,0.0,0.0,1.0,0.0,0.0,1.0
10219,GuestNpc_MnT12_P007_1,cc00,8,2,1,50,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 204, 209, 204, 209, 0, 141, 1, 0, 0, 0, 0, 0]",125,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50258,0.0,0.0,1.0,0.0,0.0,1.0
10401,GuestNpc_MnT12_P007_2,cc00,8,2,1,60,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 213, 218, 213, 218, 0, 141, 1, 0, 0, 0, 0, 0]",125,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50307,0.0,0.0,1.0,0.0,0.0,1.0
10220,GuestNpc_MnT12_W005_1,cc00,4,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 173, 189, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50259,0.0,0.0,1.0,0.0,0.0,1.0
10265,GuestNpc_MnT12_W005_2,cc00,4,2,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 161, 175, 185, 196, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50259,0.0,0.0,1.0,0.0,0.0,1.0
10221,GuestNpc_MnT12_P008_1,cc00,1,2,1,85,10,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 336, 365, 299, 324, 0, 178, 1, 0, 0, 0, 0, 0]",140,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50260,0.0,0.0,1.0,0.0,0.0,1.0
10222,GuestNpc_MnT12_F010_1,cc00,3,4,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 178, 203, 161, 175, 0, 123, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50261,0.0,0.0,1.0,0.0,0.0,1.0
10223,GuestNpc_MnT12_W006_1,cc00,6,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 178, 191, 152, 166, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50262,0.0,0.0,1.0,0.0,0.0,1.0
10402,GuestNpc_MnT12_W006_2,cc00,6,3,1,60,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 242, 250, 213, 218, 0, 141, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50262,0.0,0.0,1.0,0.0,0.0,1.0
10240,GuestNpc_MnT12_F011_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50264,0.0,0.0,1.0,0.0,0.0,1.0
