m_id,m_RewardType,m_RewardItemId,m_DropRates,m_DropCntF,m_DropCntR,m_RewardOption0,m_EventDropQuestIDs
126,"[250, 0, 0, 0, 0]","[170, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
127,"[250, 0, 0, 0, 0]","[112, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
128,"[250, 0, 0, 0, 0]","[54, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
129,"[250, 0, 0, 0, 0]","[55, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
130,"[250, 0, 0, 0, 0]","[229, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
131,"[250, 0, 0, 0, 0]","[113, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
132,"[250, 0, 0, 0, 0]","[171, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
133,"[250, 0, 0, 0, 0]","[55, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
134,"[250, 0, 0, 0, 0]","[229, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
135,"[250, 0, 0, 0, 0]","[113, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
136,"[250, 0, 0, 0, 0]","[171, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
137,"[250, 0, 0, 0, 0]","[230, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
138,"[250, 0, 0, 0, 0]","[172, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
139,"[250, 0, 0, 0, 0]","[56, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
140,"[250, 0, 0, 0, 0]","[114, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
141,"[250, 0, 0, 0, 0]","[55, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
142,"[250, 0, 0, 0, 0]","[229, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
143,"[250, 0, 0, 0, 0]","[113, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
144,"[250, 0, 0, 0, 0]","[171, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
145,"[250, 0, 0, 0, 0]","[231, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
146,"[250, 0, 0, 0, 0]","[115, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
147,"[250, 0, 0, 0, 0]","[173, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
148,"[250, 0, 0, 0, 0]","[57, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
149,"[250, 0, 0, 0, 0]","[115, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
150,"[250, 0, 0, 0, 0]","[57, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
151,"[250, 0, 0, 0, 0]","[173, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
152,"[250, 0, 0, 0, 0]","[231, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
153,"[250, 0, 0, 0, 0]","[67, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
154,"[250, 0, 0, 0, 0]","[183, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
155,"[250, 0, 0, 0, 0]","[241, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
156,"[250, 0, 0, 0, 0]","[125, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
157,"[250, 0, 0, 0, 0]","[67, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
158,"[250, 0, 0, 0, 0]","[183, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
159,"[250, 0, 0, 0, 0]","[241, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
160,"[250, 0, 0, 0, 0]","[125, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
161,"[250, 0, 0, 0, 0]","[67, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
162,"[250, 0, 0, 0, 0]","[183, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
163,"[250, 0, 0, 0, 0]","[241, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
164,"[250, 0, 0, 0, 0]","[125, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
165,"[250, 0, 0, 0, 0]","[67, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
166,"[250, 0, 0, 0, 0]","[125, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
167,"[250, 0, 0, 0, 0]","[183, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
168,"[250, 0, 0, 0, 0]","[241, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
169,"[250, 0, 0, 0, 0]","[231, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
170,"[250, 0, 0, 0, 0]","[173, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
171,"[250, 0, 0, 0, 0]","[57, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
172,"[250, 0, 0, 0, 0]","[115, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
173,"[250, 0, 0, 0, 0]","[232, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
174,"[250, 0, 0, 0, 0]","[174, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
175,"[250, 0, 0, 0, 0]","[58, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
176,"[250, 0, 0, 0, 0]","[116, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
177,"[250, 0, 0, 0, 0]","[118, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
178,"[250, 0, 0, 0, 0]","[176, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
179,"[250, 0, 0, 0, 0]","[60, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
180,"[250, 0, 0, 0, 0]","[234, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
181,"[250, 0, 0, 0, 0]","[59, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
182,"[250, 0, 0, 0, 0]","[175, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
183,"[250, 0, 0, 0, 0]","[233, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
184,"[250, 0, 0, 0, 0]","[117, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
185,"[250, 0, 0, 0, 0]","[59, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
186,"[250, 0, 0, 0, 0]","[233, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
187,"[250, 0, 0, 0, 0]","[175, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
188,"[250, 0, 0, 0, 0]","[117, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
189,"[250, 0, 0, 0, 0]","[66, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
190,"[250, 0, 0, 0, 0]","[124, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
191,"[250, 0, 0, 0, 0]","[182, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
192,"[250, 0, 0, 0, 0]","[240, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
193,"[250, 0, 0, 0, 0]","[66, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
194,"[250, 0, 0, 0, 0]","[124, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
195,"[250, 0, 0, 0, 0]","[182, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
196,"[250, 0, 0, 0, 0]","[240, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
197,"[250, 0, 0, 0, 0]","[118, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
198,"[250, 0, 0, 0, 0]","[60, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
199,"[250, 0, 0, 0, 0]","[176, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
200,"[250, 0, 0, 0, 0]","[234, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
201,"[250, 0, 0, 0, 0]","[61, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
202,"[250, 0, 0, 0, 0]","[235, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
203,"[250, 0, 0, 0, 0]","[177, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
204,"[250, 0, 0, 0, 0]","[119, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
205,"[250, 0, 0, 0, 0]","[120, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
206,"[250, 0, 0, 0, 0]","[62, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
207,"[250, 0, 0, 0, 0]","[178, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
208,"[250, 0, 0, 0, 0]","[236, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
209,"[250, 0, 0, 0, 0]","[236, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
210,"[250, 0, 0, 0, 0]","[62, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
211,"[250, 0, 0, 0, 0]","[178, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
212,"[250, 0, 0, 0, 0]","[120, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
213,"[250, 0, 0, 0, 0]","[121, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
214,"[250, 0, 0, 0, 0]","[63, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
215,"[250, 0, 0, 0, 0]","[179, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
216,"[250, 0, 0, 0, 0]","[237, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
217,"[250, 0, 0, 0, 0]","[65, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
218,"[250, 0, 0, 0, 0]","[239, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
219,"[250, 0, 0, 0, 0]","[181, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
220,"[250, 0, 0, 0, 0]","[123, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
221,"[250, 0, 0, 0, 0]","[64, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
222,"[250, 0, 0, 0, 0]","[122, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
223,"[250, 0, 0, 0, 0]","[180, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
224,"[250, 0, 0, 0, 0]","[238, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
225,"[250, 0, 0, 0, 0]","[64, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
226,"[250, 0, 0, 0, 0]","[122, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
227,"[250, 0, 0, 0, 0]","[180, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
228,"[250, 0, 0, 0, 0]","[238, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
229,"[250, 0, 0, 0, 0]","[64, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
230,"[250, 0, 0, 0, 0]","[122, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
231,"[250, 0, 0, 0, 0]","[180, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
232,"[250, 0, 0, 0, 0]","[238, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
233,"[250, 0, 0, 0, 0]","[65, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
234,"[250, 0, 0, 0, 0]","[239, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
235,"[250, 0, 0, 0, 0]","[181, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
236,"[250, 0, 0, 0, 0]","[123, 0, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
237,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
238,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
646,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
647,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
648,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
649,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
650,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
651,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
644,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
645,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
239,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
500,"[250, 250, 0, 0, 0]","[45, 43, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 2, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
501,"[250, 250, 0, 0, 0]","[219, 217, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 2, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
502,"[250, 250, 0, 0, 0]","[103, 101, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 2, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
503,"[250, 250, 0, 0, 0]","[161, 159, 0, 0, 0]","[70, 30, 0, 0, 0]","[1, 2, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
