m_id,m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_NameUI,m_LevelUI,m_HpUI,m_ShieldUI,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue
98,Plain_Enemy_06a_002,165,18,200,3,396,36,135,32,135,28,97,90,152,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,134,32,137,98,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
99,Plain_Enemy_06a_003,166,18,200,2,364,36,155,26,155,22,102,69,152,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,135,33,126,99,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
100,Plain_Enemy_06a_004,167,18,200,2,364,36,149,25,149,21,105,82,152,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",5,136,26,141,100,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 27, 0]",194,0,0,0
101,Plain_Enemy_06b_001,164,18,200,3,396,36,135,32,135,28,97,90,152,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,139,32,137,101,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
102,Plain_Enemy_06b_002,165,18,200,3,396,36,135,32,135,28,97,90,152,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,140,32,137,102,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
103,Plain_Enemy_06b_003,166,18,200,2,364,36,155,26,155,22,102,69,152,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,141,33,126,103,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
104,Plain_Enemy_06b_004,167,18,200,2,364,36,149,25,149,21,105,82,152,36,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",5,142,26,141,104,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 27, 0]",194,0,0,0
105,Plain_Enemy_05_001,168,16,200,2,357,32,144,23,144,19,102,79,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,145,26,117,105,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 3, 0]",194,0,0,0
106,Plain_Enemy_05_002,169,16,200,3,403,32,131,31,131,27,93,79,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,146,24,120,106,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 20, 0]",194,0,0,0
107,Plain_Enemy_05_003,122,16,200,3,371,32,138,27,138,23,98,82,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,147,32,113,107,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
108,Plain_Enemy_05_004,171,16,200,2,357,32,151,24,151,20,99,66,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,148,33,105,108,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
109,Sea_Enemy_01a_001,172,23,200,4,610,46,156,39,156,35,106,92,166,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,150,64,184,109,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
110,Sea_Enemy_01a_002,173,23,200,2,545,46,177,32,177,28,113,78,166,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,151,88,161,110,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
111,Sea_Enemy_01a_003,174,23,200,2,545,46,170,31,170,26,116,92,166,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,152,68,180,111,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 29, 0]",194,0,0,0
112,Sea_Enemy_01a_004,175,23,200,3,590,46,156,38,156,33,107,100,166,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,153,84,175,112,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 30, 0]",194,0,0,0
113,Sea_Enemy_01b_001,172,23,200,4,610,46,156,39,156,35,106,92,166,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,155,64,184,113,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
114,Sea_Enemy_01b_002,173,23,200,2,545,46,177,32,177,28,113,78,166,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,156,88,161,114,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
115,Sea_Enemy_01b_003,174,23,200,2,545,46,170,31,170,26,116,92,166,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,157,68,180,115,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 29, 0]",194,0,0,0
116,Sea_Enemy_01b_004,175,23,200,3,590,46,156,38,156,33,107,100,166,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,158,84,175,116,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 30, 0]",194,0,0,0
117,Sea_Enemy_02_001,176,23,200,2,545,46,181,33,181,28,127,86,188,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,160,88,161,117,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
118,Sea_Enemy_02_002,177,23,200,4,610,46,156,42,156,37,119,102,188,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,161,88,161,118,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 31, 0]",194,0,0,0
119,Sea_Enemy_02_003,178,23,200,2,545,46,173,32,173,27,130,102,188,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,162,68,180,119,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 29, 0]",194,0,0,0
120,Sea_Enemy_02_004,179,23,200,4,610,46,156,42,156,37,119,102,188,44,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,163,88,161,120,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
121,Sea_Enemy_03_001,180,21,200,2,428,42,174,31,174,26,121,82,180,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,166,77,147,121,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
122,Sea_Enemy_03_002,181,21,200,2,428,42,166,29,166,25,124,98,180,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,167,56,168,122,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
123,Sea_Enemy_03_003,182,21,200,2,428,42,166,29,166,25,124,98,180,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,168,60,164,123,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 32, 0]",194,0,0,0
124,Sea_Enemy_03_004,183,21,200,3,480,42,150,39,150,34,113,98,180,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,169,56,168,124,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 33, 0]",194,0,0,0
125,Sea_Enemy_04_001,184,25,200,2,777,50,187,33,187,28,119,95,170,49,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,172,68,164,125,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 29, 0]",194,0,0,0
126,Sea_Enemy_04_002,185,25,200,2,777,50,187,33,187,28,119,95,170,49,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,173,68,164,126,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 32, 0]",194,0,0,0
127,Sea_Enemy_04_003,186,25,200,4,868,50,173,41,173,37,109,95,170,49,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,174,64,168,127,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 34, 0]",194,0,0,0
128,Sea_Enemy_04_004,187,25,200,3,840,50,173,40,173,36,111,103,170,49,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,175,84,160,128,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 34, 0]",194,0,0,0
129,Clif_Enemy_01a_001,188,27,200,3,819,54,188,39,188,35,119,102,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,193,158,203,129,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
130,Clif_Enemy_01a_002,189,27,200,3,756,54,188,41,188,36,118,115,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,194,150,206,130,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
131,Clif_Enemy_01a_003,190,27,200,2,791,54,195,35,195,30,124,99,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,195,128,211,131,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 35, 0]",194,0,0,0
132,Clif_Enemy_01a_004,191,27,200,3,854,54,180,42,180,38,115,108,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,196,158,206,132,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 36, 0]",194,0,0,0
133,Clif_Enemy_01b_001,188,27,200,3,819,54,188,39,188,35,119,102,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,197,158,203,133,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
134,Clif_Enemy_01b_002,189,27,200,3,756,54,188,41,188,36,118,115,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,198,150,206,134,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
135,Clif_Enemy_01b_003,190,27,200,2,791,54,195,35,195,30,124,99,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,199,128,211,135,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 35, 0]",194,0,0,0
136,Clif_Enemy_01b_004,191,27,200,3,854,54,180,42,180,38,115,108,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,200,158,206,136,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 36, 0]",194,0,0,0
137,Clif_Enemy_02a_001,192,30,200,2,1044,60,214,40,214,35,127,89,184,57,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,201,220,210,137,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
138,Clif_Enemy_02a_002,193,30,200,4,1161,60,191,47,191,43,119,104,184,57,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6,202,160,240,138,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 2, 0]",194,0,0,0
139,Clif_Enemy_02a_003,194,30,200,4,1161,60,191,47,191,43,119,104,184,57,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,203,160,240,139,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 37, 0]",194,0,0,0
140,Clif_Enemy_02a_004,195,30,200,3,999,60,198,44,198,40,124,121,184,57,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,204,200,228,140,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 37, 0]",194,0,0,0
141,Clif_Enemy_02b_001,188,27,200,3,819,54,188,39,188,35,119,102,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,197,158,203,141,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
142,Clif_Enemy_02b_002,189,27,200,3,756,54,188,41,188,36,118,115,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,198,150,206,142,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
143,Clif_Enemy_02b_003,190,27,200,2,791,54,195,35,195,30,124,99,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,199,128,211,143,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 35, 0]",194,0,0,0
144,Clif_Enemy_02b_004,191,27,200,3,854,54,180,42,180,38,115,108,176,54,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,200,158,206,144,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 36, 0]",194,0,0,0
145,Clif_Enemy_03_001,196,32,200,2,1298,64,246,40,246,36,135,108,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,209,170,250,145,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
146,Clif_Enemy_03_002,197,32,200,2,1298,64,254,42,254,37,132,92,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,210,220,224,146,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 37, 0]",194,0,0,0
147,Clif_Enemy_03_003,198,32,200,3,1243,64,238,47,238,42,128,125,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,211,200,244,147,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 36, 0]",194,0,0,0
148,Clif_Enemy_03_004,199,32,200,2,1298,64,254,42,254,37,132,92,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,212,220,224,148,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 39, 0]",194,0,0,0
149,Clif_Enemy_04_001,200,32,200,2,1298,64,246,40,246,36,135,108,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,213,170,250,149,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 37, 0]",194,0,0,0
150,Clif_Enemy_04_002,201,32,200,2,1298,64,254,42,254,37,132,92,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6,214,220,224,150,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 37, 0]",194,0,0,0
151,Clif_Enemy_04_003,202,32,200,3,1243,64,238,47,238,42,128,125,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,215,200,244,151,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 40, 0]",194,0,0,0
152,Clif_Enemy_04_004,203,32,200,2,1298,64,254,42,254,37,132,92,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,216,220,224,152,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
153,Clif_Enemy_05_001,204,60,200,5,5215,120,591,69,591,77,177,157,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,217,1200,480,153,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
154,Clif_Enemy_05_002,205,60,200,5,4794,120,601,79,601,73,183,179,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,218,1500,456,154,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
155,Clif_Enemy_05_003,206,60,200,5,5215,120,581,83,581,63,177,157,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,219,1200,480,155,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 28, 0]",194,0,0,0
156,Clif_Enemy_05_004,207,60,200,5,5100,120,601,77,601,71,185,161,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,220,1575,450,156,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 3, 0]",194,0,0,0
157,Clif_Enemy_06a_001,208,60,200,6,5215,120,591,69,591,77,177,157,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,221,1200,480,157,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
158,Clif_Enemy_06a_002,209,60,200,5,4794,120,601,79,601,73,183,179,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,222,1500,456,158,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
159,Clif_Enemy_06a_003,210,60,200,4,4964,120,621,73,621,67,187,137,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,223,1650,480,159,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
160,Clif_Enemy_06a_004,211,60,200,5,5100,120,601,77,601,71,185,161,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,224,1575,450,160,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
161,Clif_Enemy_06b_001,208,60,200,6,5215,120,591,69,591,77,177,157,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,225,1200,420,161,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
162,Clif_Enemy_06b_002,209,60,200,5,4794,120,601,79,601,73,183,179,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,226,1500,420,162,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
163,Clif_Enemy_06b_003,210,60,200,4,4964,120,621,73,621,67,187,137,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,227,1650,450,163,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
164,Clif_Enemy_06b_004,211,60,200,5,5100,120,601,77,601,71,185,161,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,228,1575,474,164,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
165,Clif_Enemy_07_001,208,60,200,6,5215,120,591,69,591,77,177,157,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,229,1200,468,165,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
166,Clif_Enemy_07_002,211,60,200,5,5100,120,601,77,601,71,185,161,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,230,1575,456,166,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
167,Clif_Enemy_07_003,212,60,200,6,5215,120,581,83,581,63,177,157,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,231,1200,456,167,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
168,Clif_Enemy_07_004,213,60,200,4,4964,120,621,73,621,67,187,137,261,125,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,232,1650,450,168,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 41, 0]",194,0,0,0
169,Clif_Enemy_08_001,214,32,200,2,1298,64,246,40,246,36,135,108,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,233,170,234,169,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 34, 0]",194,0,0,0
170,Clif_Enemy_08_002,215,32,200,3,1397,64,230,48,230,44,125,117,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,234,210,228,170,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 20, 0]",194,0,0,0
171,Clif_Enemy_08_003,216,32,200,3,1243,64,238,47,238,42,128,125,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,235,200,228,171,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 20, 0]",194,0,0,0
172,Clif_Enemy_08_004,217,32,200,3,1342,64,238,45,238,40,130,111,190,60,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,236,210,225,172,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 34, 0]",194,0,0,0
173,River_Enemy_01_001,218,35,200,2,1573,70,268,45,268,40,138,97,198,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,237,330,245,173,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
174,River_Enemy_01_002,219,35,200,3,1508,70,251,50,251,45,134,131,198,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,238,300,266,174,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 43, 0]",194,0,0,0
175,River_Enemy_01_003,220,35,200,4,1742,70,243,53,243,48,130,113,198,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6,239,240,280,175,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 44, 0]",194,0,0,0
176,River_Enemy_01_004,221,35,200,2,1573,70,260,44,260,39,141,113,198,63,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,240,255,273,176,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 45, 0]",194,0,0,0
177,River_Enemy_02_001,222,40,200,3,2057,80,293,56,293,51,144,140,210,71,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,241,400,304,177,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
178,River_Enemy_02_002,223,40,200,3,2295,80,284,57,284,52,140,132,210,71,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,242,420,304,178,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 43, 0]",194,0,0,0
179,River_Enemy_02_003,224,40,200,2,2142,80,301,49,301,44,150,122,210,71,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6,243,340,312,179,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 44, 0]",194,0,0,0
180,River_Enemy_02_004,225,40,200,2,2142,80,310,51,310,46,147,105,210,71,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,244,440,280,180,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 8, 0]",194,0,0,0
181,River_Enemy_03_001,226,37,200,2,1845,74,286,46,286,41,144,116,202,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,245,255,289,181,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 25, 0]",194,0,0,0
182,River_Enemy_03_002,227,37,200,3,1905,74,278,51,278,46,139,120,202,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,246,315,278,182,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 3, 0]",194,0,0,0
183,River_Enemy_03_003,228,37,200,3,1770,74,278,52,278,47,138,134,202,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,247,300,282,183,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 8, 0]",194,0,0,0
184,River_Enemy_03_004,229,37,200,2,1845,74,294,47,294,42,141,100,202,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,248,330,259,184,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 45, 0]",194,0,0,0
185,River_Enemy_04_001,230,37,200,2,1845,74,286,46,286,41,144,116,202,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,249,255,289,185,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 46, 0]",194,0,0,0
186,River_Enemy_04_002,231,37,200,3,1905,74,278,51,278,46,139,120,202,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,250,315,278,186,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 46, 0]",194,0,0,0
187,River_Enemy_04_003,232,37,200,3,1770,74,278,52,278,47,138,134,202,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,251,300,282,187,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 46, 0]",194,0,0,0
188,River_Enemy_04_004,233,37,200,2,1845,74,294,47,294,42,141,100,202,67,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,252,330,259,188,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 46, 0]",194,0,0,0
189,River_Enemy_05_001,234,55,200,6,4774,110,541,77,541,59,168,149,250,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,253,800,440,189,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 15, 0]",194,0,0,0
190,River_Enemy_05_002,235,55,200,5,4650,110,551,75,551,65,170,160,250,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,254,1050,418,190,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 15, 0]",194,0,0,0
191,River_Enemy_05_003,236,55,200,5,4216,110,560,73,560,63,174,170,250,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,255,1000,418,191,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 15, 0]",194,0,0,0
192,River_Enemy_05_004,237,55,200,4,4371,110,580,67,580,61,178,129,250,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,256,1100,385,192,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 15, 0]",194,0,0,0
193,River_Enemy_06_001,238,55,200,6,4774,110,541,77,541,59,168,149,250,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,257,800,440,193,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
194,River_Enemy_06_002,239,55,200,5,4650,110,551,75,551,65,170,160,250,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6,258,1050,418,194,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
195,River_Enemy_06_003,240,55,200,5,4216,110,560,73,560,63,174,170,250,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,259,1000,418,195,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 47, 0]",194,0,0,0
196,River_Enemy_06_004,241,55,200,4,4371,110,580,67,580,61,178,129,250,113,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,260,1100,385,196,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 47, 0]",194,0,0,0
197,River_Enemy_07_001,242,40,200,4,2363,80,284,59,284,54,139,122,210,71,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,261,320,320,197,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 34, 0]",194,0,0,0
