m_id,m_ShowOrder,m_CategoryID,m_TypeID,m_Rare,m_TexID,m_NameID,m_DetailID,m_WeaponTypeID,m_MagicTypeID,m_EquipLock,m_LevelValue,m_ExclusivePlayerID,m_ExclusiveJobID,m_Param,m_Rank,m_Variation,m_SkillID,m_BuyValue,m_MaterialCheck,m_MaterialNum,m_MaterialItemID,m_MaterialEquipID,m_SlotShapeID,m_MateriaRarityLimit,m_GrowthEquipBonusID,m_EquipSkillTypeID
227,17000,1,7,1,1216,21858,0,2,0,194,51,0,0,"[0, 70, 0, 0, 0, 0, 0, 0, 0, 217, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102,0,"[0, 0]",50400,"[195, 194, 194]","[5, 3, 2]","[123, 65, 181]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
229,17800,1,7,1,1218,21860,0,2,0,194,55,0,0,"[0, 80, 0, 0, 0, 0, 0, 0, 0, 249, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113,0,"[0, 0]",61000,"[195, 194, 194]","[6, 4, 2]","[124, 66, 182]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
231,19400,1,7,1,1219,21862,0,2,0,194,60,0,0,"[0, 90, 0, 0, 0, 0, 0, 0, 0, 282, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0]",125,0,"[0, 0]",73000,"[195, 194, 194]","[7, 5, 2]","[125, 67, 183]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
232,20200,1,7,1,1267,25102,0,2,0,194,60,0,0,"[0, 103, 0, 0, 0, 0, 0, 0, 0, 291, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0]",132,0,"[0, 0]",100000,"[195, 194, 194]","[7, 5, 2]","[126, 68, 184]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
233,21000,1,7,2,1267,25103,0,2,0,194,60,0,0,"[0, 103, 0, 0, 0, 0, 0, 0, 0, 291, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0]",138,1,"[0, 0]",25000,"[195, 194, 194]","[1, 10, 5]","[0, 2000, 2001]","[232, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
234,21800,1,7,3,1267,25104,0,2,0,194,60,0,0,"[0, 103, 0, 0, 0, 0, 0, 0, 0, 291, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0]",144,2,"[0, 0]",25000,"[195, 194, 194]","[1, 10, 5]","[0, 2001, 2002]","[233, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30649,25100,1,7,4,1267,26102,0,2,0,194,60,0,0,"[0, 118, 0, 0, 0, 0, 0, 0, 0, 350, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0]",174,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[234, 1497, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
235,23400,1,7,1,1271,25105,0,2,0,194,61,0,0,"[0, 106, 0, 0, 0, 0, 0, 0, 0, 301, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0]",138,0,"[0, 0]",116000,"[195, 194, 194]","[7, 5, 2]","[127, 69, 185]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
236,24200,1,7,2,1271,25106,0,2,0,194,61,0,0,"[0, 106, 0, 0, 0, 0, 0, 0, 0, 316, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0]",144,1,"[0, 0]",29000,"[195, 194, 194]","[1, 10, 5]","[0, 2004, 2005]","[235, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
237,25000,1,7,3,1271,25107,0,2,0,194,61,0,0,"[0, 106, 0, 0, 0, 0, 0, 0, 0, 331, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0]",150,2,"[0, 0]",29000,"[195, 194, 194]","[1, 10, 5]","[0, 2005, 2006]","[236, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30659,28300,1,7,4,1271,26113,0,2,0,194,61,0,0,"[0, 118, 0, 0, 0, 0, 0, 0, 0, 390, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0]",180,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[237, 1497, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
241,27400,1,7,1,1286,25111,0,2,0,194,62,0,0,"[0, 109, 0, 0, 0, 0, 0, 0, 0, 311, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0]",144,0,"[0, 0]",133000,"[195, 194, 194]","[7, 5, 2]","[128, 70, 186]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
242,28200,1,7,2,1286,25112,0,2,0,194,62,0,0,"[0, 109, 0, 0, 0, 0, 0, 0, 0, 311, 0, 178, 0, 0, 15, 0, 0, 0, 0, 0, 0]",150,1,"[0, 0]",33250,"[195, 194, 194]","[1, 10, 5]","[0, 2008, 2009]","[241, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
243,29000,1,7,3,1286,25113,0,2,0,194,62,0,0,"[0, 109, 0, 0, 0, 0, 0, 0, 0, 311, 0, 178, 0, 0, 30, 0, 0, 0, 0, 0, 0]",158,2,"[0, 0]",33250,"[195, 194, 194]","[1, 10, 5]","[0, 2009, 2010]","[242, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30660,33100,1,7,4,1286,26114,0,2,0,194,62,0,0,"[0, 118, 0, 0, 0, 0, 0, 0, 0, 370, 0, 218, 0, 0, 30, 0, 0, 0, 0, 0, 0]",188,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[243, 1497, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
247,29800,1,7,1,1294,25117,0,2,0,194,63,0,0,"[0, 110, 0, 0, 0, 0, 0, 0, 0, 326, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0]",150,0,"[0, 0]",152000,"[195, 194, 194]","[8, 6, 3]","[129, 71, 187]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
248,30600,1,7,2,1294,25118,0,2,0,194,63,0,0,"[0, 110, 15, 0, 0, 0, 0, 0, 0, 326, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0]",158,1,"[0, 0]",38000,"[195, 194, 194]","[1, 10, 5]","[0, 2012, 2013]","[247, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
249,31400,1,7,3,1294,25119,0,2,0,194,63,0,0,"[0, 110, 30, 0, 0, 0, 0, 0, 0, 326, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0]",166,2,"[0, 0]",38000,"[195, 194, 194]","[1, 10, 5]","[0, 2013, 2014]","[248, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30674,38700,1,7,4,1294,26128,0,2,0,194,63,0,0,"[0, 118, 30, 0, 0, 0, 0, 0, 0, 380, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0]",196,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[249, 1497, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
253,32200,1,7,1,1302,25357,0,2,0,194,64,0,0,"[0, 115, 0, 0, 0, 0, 0, 0, 0, 346, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0]",158,0,"[0, 0]",172000,"[195, 194, 194]","[8, 6, 3]","[130, 72, 188]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
254,32500,1,7,2,1302,25358,0,2,0,194,64,0,0,"[0, 165, 0, 0, 0, 0, 0, 0, 0, 346, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0]",166,1,"[0, 0]",43000,"[195, 194, 194]","[1, 10, 5]","[0, 2016, 2017]","[253, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
255,33800,1,7,3,1302,25359,0,2,0,194,64,0,0,"[0, 415, 0, 0, 0, 0, 0, 0, 0, 346, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0]",175,2,"[0, 0]",43000,"[195, 194, 194]","[1, 10, 5]","[0, 2017, 2018]","[254, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30797,41900,1,7,4,1302,26249,0,2,0,194,64,0,0,"[0, 468, 0, 0, 0, 0, 0, 0, 0, 405, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0]",205,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[255, 1497, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
259,34600,1,7,1,1310,25363,0,2,0,194,65,0,0,"[0, 118, 0, 0, 0, 0, 0, 0, 0, 351, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0]",166,0,"[0, 0]",193000,"[195, 194, 194]","[8, 6, 3]","[131, 73, 189]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
260,35400,1,7,2,1310,25364,0,2,0,194,65,0,0,"[0, 118, 0, 0, 0, 0, 0, 0, 0, 371, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0]",175,1,"[0, 0]",48250,"[195, 194, 194]","[1, 10, 5]","[0, 2020, 2021]","[259, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
261,36200,1,7,3,1310,25365,0,2,0,194,65,0,0,"[0, 118, 0, 0, 0, 0, 0, 0, 0, 391, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0]",184,2,"[0, 0]",48250,"[195, 194, 194]","[1, 10, 5]","[0, 2021, 2022]","[260, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30798,45100,1,7,4,1310,26250,0,2,0,194,65,0,0,"[0, 178, 0, 0, 0, 0, 0, 0, 0, 450, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0]",214,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[261, 1497, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
401,200,1,3,1,1066,21863,0,3,0,195,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
402,1000,1,3,1,1067,21864,0,3,0,194,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",90,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
403,1800,1,3,1,1068,21865,0,3,0,194,2,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0]",14,0,"[0, 0]",150,"[195, 194, 194]","[1, 0, 0]","[43, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
404,2600,1,3,1,1071,21868,0,3,0,194,9,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 10, 0, 2, 0, 0, 0, 0, 0, 0, 0]",18,0,"[0, 0]",700,"[195, 194, 194]","[1, 1, 0]","[45, 219, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
405,3800,1,3,1,1070,21867,0,3,0,194,11,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 14, 0, 2, 0, 0, 0, 0, 0, 0, 0]",22,0,"[0, 0]",1000,"[195, 194, 194]","[1, 1, 0]","[46, 220, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
407,4700,1,3,1,1072,21869,0,3,0,194,12,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 20, 0, 3, 0, 0, 0, 0, 0, 0, 0]",26,0,"[0, 0]",1400,"[195, 194, 194]","[1, 1, 0]","[47, 221, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
408,5300,1,3,1,1075,21872,0,3,0,194,16,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 22, 0, 5, 0, 0, 0, 0, 0, 0, 0]",32,0,"[0, 0]",2200,"[195, 194, 194]","[1, 1, 0]","[49, 223, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
409,6400,1,3,1,1074,21871,0,3,0,194,18,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 30, 0, 5, 0, 0, 0, 0, 0, 0, 0]",36,0,"[0, 0]",3400,"[195, 194, 194]","[1, 1, 0]","[50, 224, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
411,8000,1,3,1,1076,21873,0,3,0,194,21,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 39, 0, 7, 0, 0, 0, 0, 0, 0, 0]",40,0,"[0, 0]",4800,"[195, 194, 194]","[2, 1, 0]","[52, 226, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
412,8600,1,3,1,1079,21876,0,3,0,194,23,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 41, 0, 9, 0, 0, 0, 0, 0, 0, 0]",44,0,"[0, 0]",6500,"[195, 194, 194]","[2, 1, 0]","[53, 227, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
413,9300,1,3,1,1078,21875,0,3,0,194,25,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 51, 0, 9, 0, 0, 0, 0, 0, 0, 0]",49,0,"[0, 0]",8400,"[195, 194, 194]","[2, 2, 0]","[54, 228, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
415,10100,1,3,1,1080,21877,0,3,0,194,27,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 62, 0, 11, 0, 0, 0, 0, 0, 0, 0]",54,0,"[0, 0]",11000,"[195, 194, 194]","[2, 2, 0]","[55, 229, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
417,11000,1,3,1,1082,21879,0,3,0,194,32,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 74, 0, 13, 0, 0, 0, 0, 0, 0, 0]",60,0,"[0, 0]",14500,"[195, 194, 194]","[3, 2, 0]","[57, 231, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
419,11800,1,3,1,1084,21881,0,3,0,194,37,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 87, 0, 15, 0, 0, 0, 0, 0, 0, 0]",67,0,"[0, 0]",18800,"[195, 194, 194]","[3, 2, 0]","[59, 233, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
421,13300,1,3,1,1086,21883,0,3,0,194,42,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 101, 0, 18, 0, 0, 0, 0, 0, 0, 0]",75,0,"[0, 0]",25200,"[195, 194, 194]","[4, 2, 1]","[61, 235, 177]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
423,14100,1,3,1,1088,21885,0,3,0,194,47,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 117, 0, 21, 0, 0, 0, 0, 0, 0, 0]",83,0,"[0, 0]",32600,"[195, 194, 194]","[4, 2, 1]","[63, 237, 179]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
425,14900,1,3,1,1090,21887,0,3,0,194,49,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 135, 0, 24, 0, 0, 0, 0, 0, 0, 0]",92,0,"[0, 0]",41000,"[195, 194, 194]","[5, 3, 1]","[64, 238, 180]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
427,16500,1,3,1,1092,21889,0,3,0,194,51,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 155, 0, 27, 0, 0, 0, 0, 0, 0, 0]",102,0,"[0, 0]",50400,"[195, 194, 194]","[5, 3, 2]","[65, 239, 181]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
429,17300,1,3,1,1094,21891,0,3,0,194,55,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 177, 0, 30, 0, 0, 0, 0, 0, 0, 0]",113,0,"[0, 0]",61000,"[195, 194, 194]","[6, 4, 2]","[66, 240, 182]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
431,18900,1,3,1,1095,21893,0,3,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 272, 0, 201, 0, 34, 0, 0, 0, 0, 0, 0, 0]",125,0,"[0, 0]",73000,"[195, 194, 194]","[7, 5, 2]","[67, 241, 183]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
432,19700,1,3,1,1263,25123,0,3,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 279, 0, 207, 0, 35, 0, 0, 0, 0, 0, 0, 0]",132,0,"[0, 0]",100000,"[195, 194, 194]","[7, 5, 2]","[68, 242, 184]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
433,20500,1,3,2,1263,25124,0,3,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 279, 0, 222, 0, 35, 0, 0, 0, 0, 0, 0, 0]",138,1,"[0, 0]",25000,"[195, 194, 194]","[1, 10, 5]","[0, 2000, 2001]","[432, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
434,21300,1,3,3,1263,25125,0,3,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 279, 0, 237, 0, 35, 0, 0, 0, 0, 0, 0, 0]",144,2,"[0, 0]",25000,"[195, 194, 194]","[1, 10, 5]","[0, 2001, 2002]","[433, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30650,24600,1,3,4,1263,26103,0,3,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 0, 272, 0, 40, 0, 0, 0, 0, 0, 0, 0]",174,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[434, 1498, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
435,22900,1,3,1,1272,25126,0,3,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 0, 213, 0, 36, 0, 0, 0, 0, 0, 0, 0]",138,0,"[0, 0]",116000,"[195, 194, 194]","[7, 5, 2]","[69, 243, 185]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
436,23700,1,3,2,1272,25127,0,3,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 213, 0, 36, 0, 0, 0, 0, 0, 0, 0]",144,1,"[0, 0]",29000,"[195, 194, 194]","[1, 10, 5]","[0, 2004, 2005]","[435, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
437,24500,1,3,3,1272,25128,0,3,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 317, 0, 213, 0, 36, 0, 0, 0, 0, 0, 0, 0]",150,2,"[0, 0]",29000,"[195, 194, 194]","[1, 10, 5]","[0, 2005, 2006]","[436, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30661,27800,1,3,4,1272,26115,0,3,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 368, 0, 252, 0, 40, 0, 0, 0, 0, 0, 0, 0]",180,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[437, 1498, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
441,26900,1,3,1,1287,25132,0,3,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 219, 0, 37, 0, 0, 0, 0, 0, 0, 0]",144,0,"[0, 0]",133000,"[195, 194, 194]","[7, 5, 2]","[70, 244, 186]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
442,27700,1,3,2,1287,25133,0,3,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 219, 0, 37, 15, 0, 0, 0, 0, 0, 0]",150,1,"[0, 0]",33250,"[195, 194, 194]","[1, 10, 5]","[0, 2008, 2009]","[441, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
443,28500,1,3,3,1287,25134,0,3,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 219, 0, 37, 30, 0, 0, 0, 0, 0, 0]",158,2,"[0, 0]",33250,"[195, 194, 194]","[1, 10, 5]","[0, 2009, 2010]","[442, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30662,32600,1,3,4,1287,26116,0,3,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 348, 0, 262, 0, 40, 30, 0, 0, 0, 0, 0, 0]",188,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[443, 1498, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
447,29300,1,3,1,1295,25138,0,3,0,194,63,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 303, 0, 225, 0, 38, 0, 0, 0, 0, 0, 0, 0]",150,0,"[0, 0]",152000,"[195, 194, 194]","[8, 6, 3]","[71, 245, 187]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
448,30100,1,3,2,1295,25139,0,3,0,194,63,0,0,"[0, 0, 15, 0, 0, 0, 0, 0, 0, 303, 0, 225, 0, 38, 0, 0, 0, 0, 0, 0, 0]",158,1,"[0, 0]",38000,"[195, 194, 194]","[1, 10, 5]","[0, 2012, 2013]","[447, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
449,30900,1,3,3,1295,25140,0,3,0,194,63,0,0,"[0, 0, 30, 0, 0, 0, 0, 0, 0, 303, 0, 225, 0, 38, 0, 0, 0, 0, 0, 0, 0]",166,2,"[0, 0]",38000,"[195, 194, 194]","[1, 10, 5]","[0, 2013, 2014]","[448, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30675,38200,1,3,4,1295,26129,0,3,0,194,63,0,0,"[0, 0, 30, 0, 0, 0, 0, 0, 0, 358, 0, 272, 0, 40, 0, 0, 0, 0, 0, 0, 0]",196,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[449, 1498, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
