m_id,m_OwnerQuest,m_TaskType,m_TaskNo,m_HideTask,m_Purpose,m_Synopsis,m_NextDestination,m_DestNpcSetLabel,m_DestPathName,m_ClearedQuest,m_OpenConditionID,m_StartConditionID,m_InvalidConditionID,m_ReorderMax,m_ReorderInterval,m_SubClearConditionID,m_ClearConditionID,m_CondQuest,m_CondQuestTask,m_OwnerUniqueChara,m_EventID,m_EnemyID,m_EnemyRaceID,m_ItemID,m_EquipID,m_IntParam,m_StrParam,m_StartEvent,m_ShowStartUI,m_QuestStartEffectType,m_ClearEvent,m_ShowClearUI,m_QuestClearEffectType,m_TaskItemId,m_TaskItemNum,m_BlockadeIgnoreRouteSearch
539,1004010,2,2,194,10401025,10401026,6,eTALK_B04S_1_2,PathActorBP24,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,316,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
540,1004010,2,3,194,10401035,10401036,11,eTALK_B04S_1_3,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,319,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
541,1004010,2,4,194,10401045,10401046,11,eTALK_B04S_1_4,PathActorBP20,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,324,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
881,1004020,1,0,194,0,0,11,eTALK_B04S_2_0,PathActorBP3,"[1004010, 0, 0, 0]","[0, 0]","[91007, 92007, 93007]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
543,1004020,2,1,194,10402015,10402016,11,eTALK_B04S_2_1,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,329,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",326,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
544,1004020,2,2,194,10402025,10402026,9,eTALK_B04S_2_2,PathActorBP24,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,331,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
545,1004020,2,3,194,10402035,10402036,9,eTALK_B04S_2_3,PathActorBP24,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,435,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
546,1004020,2,4,194,10402045,10402046,9,eTALK_B04S_2_4,PathActorBP24,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,337,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
888,1004020,2,5,194,10402055,10402056,4,eTALK_B04S_2_5,PathActorBP164,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6203,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
882,1004030,1,0,194,0,0,3,eTALK_B04S_3_0,PathActorBP20,"[1004020, 0, 0, 0]","[0, 0]","[91008, 92008, 93008]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
548,1004030,2,1,194,10403015,10403016,3,eTALK_B04S_3_1,PathActorBP20,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,343,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",338,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
549,1004030,2,2,194,10403025,10403026,72,eTALK_B04S_3_2,PathActorBP79,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,347,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
550,1004030,2,3,194,10403035,10403036,76,eTALK_B04S_3_3,PathActorBP8,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,351,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
883,1004040,1,0,194,0,0,26,eTALK_B04S_4_0,PathActorBP3,"[1004030, 0, 0, 0]","[0, 0]","[91009, 92009, 93009]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
555,1004040,2,1,194,10404015,10404016,26,eTALK_B04S_4_1,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,356,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",352,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
556,1004040,2,2,194,10404025,10404026,26,eTALK_B04S_4_2,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,357,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
557,1004040,2,3,194,10404035,10404036,26,eTALK_B04S_4_3,PathActorBP26,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,363,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
884,1004050,1,0,194,0,0,121,eTALK_B04S_5_0,PathActorBP39,"[1004040, 0, 0, 0]","[0, 0]","[91010, 92010, 93010]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
558,1004050,2,1,194,10405015,10405016,38,eTALK_B04S_5_1,PathActorBP52,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,432,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",364,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
559,1004050,2,2,194,10405025,10405026,39,eTALK_B04S_5_2,PathActorBP31,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,372,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
560,1004050,2,3,194,10405035,10405036,39,eTALK_B04S_5_3,PathActorBP31,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,376,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
561,1004050,2,4,194,10405045,10405046,40,eTALK_B04S_5_4_Destination,PathActorBP20,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,378,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
562,1004050,2,5,194,10405055,10405056,40,eTALK_B04S_5_5,PathActorBP23,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,385,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
885,1004060,1,0,194,0,0,2,eTALK_B04S_6_0,PathActorBP25,"[1004050, 0, 0, 0]","[0, 0]","[91011, 92011, 93011]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
565,1004060,2,1,194,10406015,10406016,3,eTALK_B04S_6_1,PathActorBP20,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,387,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",386,195,0,0,194,0,"[50280, 0, 0, 0]","[1, 0, 0, 0]",194
566,1004060,2,2,194,10406025,10406026,56,eTALK_B04S_6_2,PathActorBP14,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,394,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[50280, 0, 0, 0]","[255, 0, 0, 0]",194
567,1004060,2,3,194,10406035,10406036,2,eTALK_B04S_6_3,PathActorBP4,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,396,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
568,1004060,2,4,194,10406045,10406046,11,eTALK_B04S_6_4,PathActorBP30,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6208,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
886,1004070,1,0,194,0,0,3,eTALK_B04S_7_0,PathActorBP20,"[1004060, 0, 0, 0]","[0, 0]","[91012, 92012, 93012]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
569,1004070,2,1,194,10407015,10407016,76,eTALK_B04S_7_1,PathActorBP8,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,407,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",401,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
570,1004070,2,2,194,10407025,10407026,123,eTALK_B04S_7_2,PathActorBP48,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,408,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
571,1004070,2,3,194,10407035,10407036,124,eTALK_B04S_7_3,PathActorBP101,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,409,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
572,1004070,2,4,194,10407045,10407046,124,eTALK_B04S_7_4_Destination,PathActorBP109,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,413,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
887,1004080,1,0,194,0,0,3,eTALK_B04S_8_0,PathActorBP20,"[1004070, 0, 0, 0]","[0, 0]","[91015, 92015, 93015]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
577,1004080,2,1,194,10408015,10408016,11,eTALK_B04S_8_1,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,421,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",414,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
578,1004080,2,2,194,10408025,10408026,260,eTALK_B04S_8_2,PathActorBP141,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,437,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[50246, 50247, 50248, 50249]","[1, 1, 1, 1]",194
921,1004090,1,0,194,0,0,1,eTALK_B04S_9_0,PathActorBP51,"[1004080, 0, 0, 0]","[0, 0]","[91015, 92015, 93015]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
922,1004090,2,1,194,10409015,10409016,25,eTALK_B04S_9_1,PathActorBP17,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6221,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6217,194,0,0,195,0,"[50246, 50247, 50248, 50249]","[255, 255, 255, 255]",194
1010,1004100,1,0,194,0,0,2,eTALK_B04S_10_0,PathActorBP49,"[1004090, 0, 0, 0]","[0, 0]","[91015, 92015, 93015]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1011,1004100,2,1,194,10410015,10410016,0,,,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,449,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",445,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
989,1005000,1,0,194,0,0,46,eTALK_B05S_0_0,PathActorBP8,"[0, 0, 0, 0]","[3802, 0]","[91015, 4000, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1008,1005000,2,1,194,10500015,10500016,46,eTALK_B05S_0_1,PathActorBP8,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,66,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",62,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1025,1005000,2,2,194,10500025,10500026,47,eTALK_B05S_0_2,PathActorBP55,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,67,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
991,1005010,1,0,194,0,0,46,eTALK_B05S_1_0,PathActorBP45,"[1005000, 0, 0, 0]","[0, 0]","[91016, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1026,1005010,2,1,194,10501015,10501016,10003,eTALK_B05S_1_1,PathActorBP14,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6256,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",68,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1027,1005010,2,2,194,10501025,10501026,10003,eTALK_B05S_1_2,PathActorBP14,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,75,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1028,1005010,2,3,194,10501035,10501036,10001,eTALK_B05S_1_3,PathActorBP37,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,76,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1029,1005010,2,4,194,10501045,10501046,10002,eTALK_B05S_1_4,PathActorBP8,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,80,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1030,1005010,2,5,194,10501055,10501056,10002,eTALK_B05S_1_5,PathActorBP17,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,81,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1032,1005010,2,6,194,10501075,10501076,10004,eTALK_B05S_1_7,PathActorBP108,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,86,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1033,1005010,2,7,194,10501085,10501086,10006,eTALK_B05S_1_8,PathActorBP162,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6257,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1071,1005010,2,8,194,10501095,10501096,10007,eTALK_B05S_1_9,PathActorBP6,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,85,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
992,1005020,1,0,194,0,0,46,eTALK_B05S_2_0,PathActorBP19,"[1005010, 0, 0, 0]","[0, 0]","[91019, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1199,1005020,2,1,194,10502015,10502016,10014,eTALK_B05S_2_1,PathActorBP35,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,94,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",87,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1200,1005020,2,2,194,10502025,10502026,10014,eTALK_B05S_2_2,PathActorBP75,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6454,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1201,1005020,2,3,194,10502035,10502036,10015,,PathActorBP22,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6459,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1202,1005020,2,4,194,10502057,10502058,10017,eTALK_B05S_2_4,PathActorBP5,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,7125,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1203,1005020,2,5,194,10502045,10502046,10018,eTALK_B05S_2_5,PathActorBP77,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6511,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1717,1005020,2,6,194,10502055,10502056,10018,eTALK_B05S_2_6,PathActorBP37,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6472,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
994,1006000,1,0,194,0,0,11,eTALK_B06S_0_0,PathActorBP14,"[0, 0, 0, 0]","[3803, 0]","[92015, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
995,1006000,2,1,194,10600015,10600016,11,eTALK_B06S_0_1,PathActorBP14,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6473,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",177,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
996,1006010,1,0,194,0,0,11,eTALK_B06S_1_0,PathActorBP37,"[1006000, 0, 0, 0]","[0, 0]","[92017, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1043,1006010,2,1,194,10601015,10601016,10021,eTALK_B06S_1_1,PathActorBP11,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,186,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6799,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1044,1006010,2,2,194,10601025,10601026,10021,eTALK_B06S_1_2,PathActorBP59,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,191,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1045,1006010,2,3,194,10601035,10601036,10024,eTALK_B06S_1_3,PathActorBP16,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,200,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
997,1006020,1,0,194,0,0,121,eTALK_B06S_2_0,PathActorBP73,"[1006010, 0, 0, 0]","[0, 0]","[92020, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1227,1006020,2,1,194,211904021,211904022,21,Tlk_NPC_TrcKnt01_SeT11A_v2,PathActorBP89,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6700,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",6477,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
1228,1006020,2,2,194,211904023,211904024,10029,eTALK_B06S_2_2,PathActorBP72,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,6483,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
